idA	idB	O	OHA	OHB	OLA	OLB	K
47743	74183	N	-144	-144	106	106	0
8864	61736	N	-156	-160	90	90	0
8864	83032	N	-60	-59	191	191	2
8864	66099	N	87	88	163	163	0
8864	3794	N	161	154	89	89	0
23458	94026	N	-30	-27	221	221	1
23458	96742	N	164	165	84	84	0
23458	17835	N	-68	-65	183	183	0
5749	1310	N	-20	-19	231	231	1
5749	77254	N	-7	-6	244	244	0
37119	73873	N	42	46	205	205	2
37119	93593	N	-162	-158	89	89	1
37119	19408	N	-113	-109	138	138	1
37119	3254	N	-79	-75	172	172	2
37119	21943	N	-5	-2	245	245	1
21141	89533	N	131	131	120	120	0
21141	565	N	-123	-123	128	128	1
21141	2579	N	39	38	212	212	1
76040	32665	N	-70	-69	181	181	2
76040	25923	N	2	3	248	248	0
76040	81144	N	-117	-117	133	133	0
76040	86421	N	15	16	235	235	0
76040	39083	N	98	99	152	152	0
67260	21943	N	-62	-63	188	188	2
100748	58349	N	-138	-139	111	111	1
100748	24169	N	153	154	97	97	1
100748	25696	N	138	139	112	112	1
100748	103534	N	122	122	128	128	1
100748	78518	N	-53	-53	197	197	2
89533	66976	N	-165	-165	86	86	1
89533	26306	N	-165	-165	86	86	1
38506	41334	N	-35	-35	215	215	1
38506	61634	N	142	143	108	108	1
38506	96742	N	131	130	119	119	1
38506	93895	N	17	18	233	233	1
86953	47284	N	78	76	172	172	0
86953	55511	N	12	13	238	238	0
5870	53149	N	-102	-102	149	149	0
41334	96742	N	166	165	84	84	0
41334	93895	N	52	53	198	198	0
78956	20962	N	-85	-86	165	165	0
34146	73871	N	69	69	182	182	1
19093	15385	N	164	162	87	87	1
32665	94056	N	-121	-121	130	130	0
32665	98478	N	-108	-112	139	139	0
32665	25923	N	72	72	179	179	2
32665	64087	N	-159	-159	92	92	0
32665	86421	N	85	85	166	166	0
32665	39083	N	168	168	83	83	0
72539	85862	N	114	114	137	137	1
80224	66976	N	-127	-126	124	124	0
80224	43590	N	-143	-143	107	107	0
80224	2579	N	-54	-54	196	196	1
80224	82582	N	-152	-151	99	99	0
80224	67895	N	-160	-160	90	90	0
79926	67563	N	89	89	162	162	1
79926	9183	N	-74	-74	177	177	2
79926	58623	N	48	48	203	203	1
79926	50806	N	160	160	91	91	0
79926	3308	N	156	156	95	95	0
35325	69385	N	-44	-46	205	205	0
41315	77848	N	31	33	218	218	1
41315	11362	N	40	41	209	209	1
94056	98478	N	13	9	238	238	2
94056	64087	N	-38	-38	213	213	1
94056	104374	N	155	155	96	96	0
94056	57420	N	-46	-47	204	204	2
105711	21666	N	-10	-10	241	241	0
61736	83032	N	96	101	150	150	1
61736	21652	N	-66	-62	184	184	0
61736	68838	N	-21	-17	229	229	0
11899	3643	N	-4	-3	247	247	2
11899	13492	N	113	114	137	137	1
11899	8170	N	14	15	236	236	2
82658	72619	N	153	153	98	98	1
82658	98893	N	-67	-67	184	184	1
31383	6892	N	44	40	207	207	1
31383	68961	N	125	125	126	126	0
31383	67365	N	37	37	214	214	1
14332	20362	N	59	59	192	192	1
61634	23643	N	-150	-150	101	101	1
61634	93895	N	-125	-125	126	126	1
37546	18865	N	106	106	145	145	1
77577	103743	N	103	103	148	148	0
83032	21652	N	-162	-163	88	88	1
83032	68838	N	-117	-118	133	133	1
89732	33793	N	113	114	137	137	0
89732	69849	N	147	146	103	103	0
58349	77848	N	-135	-133	116	116	0
58349	11362	N	-126	-125	124	124	0
94026	17835	N	-38	-38	213	213	1
8005	76250	N	-117	-116	134	134	1
6892	6721	N	-48	-44	203	203	2
6892	68961	N	81	85	166	166	1
85862	72082	N	64	64	187	187	2
19441	27338	N	-125	-125	126	126	0
72082	75410	N	-127	-127	124	124	1
72082	72494	N	127	125	124	124	0
73873	24169	N	-160	-160	91	91	1
73873	19408	N	-155	-155	96	96	1
73873	3254	N	-121	-121	130	130	0
73873	103743	N	0	0	251	251	3
73873	21943	N	-47	-48	203	203	2
58013	22985	N	77	77	174	174	0
58013	100838	N	121	119	130	130	1
58013	5408	N	121	121	130	130	0
21652	68838	N	45	45	205	205	2
9044	77848	N	152	152	99	99	0
9044	11362	N	161	160	90	90	0
9044	104085	N	-107	-108	143	143	0
3094	18461	N	43	42	208	208	2
3094	39927	N	47	46	204	204	2
3094	22501	N	-134	-135	116	116	0
3094	49036	N	120	119	131	131	1
75644	74145	N	47	46	204	204	1
75644	93684	N	-13	-13	238	238	0
75644	61021	N	146	146	105	105	0
44441	89696	N	-160	-159	91	91	0
23181	59542	N	-66	-64	185	185	2
23181	76029	N	-137	-139	110	110	1
10551	60734	N	93	93	158	158	1
66976	43590	N	-16	-17	234	234	2
66976	2579	N	73	72	178	178	2
66976	82582	N	-25	-25	226	226	2
66976	67895	N	-33	-34	217	217	2
70076	78520	N	144	144	107	107	0
70076	9183	N	68	68	183	183	1
2330	35163	N	99	100	151	151	0
59542	76029	N	-71	-75	176	176	0
26060	77510	N	-107	-105	144	144	1
93149	85503	N	110	108	141	141	0
67156	14259	N	0	0	250	250	2
96446	49523	N	97	95	154	154	0
5423	97472	N	-34	-33	216	216	0
5423	35584	N	-65	-63	186	186	0
93593	19408	N	49	49	202	202	0
69258	23643	N	105	106	145	145	0
67785	33793	N	136	137	114	114	0
67785	70040	N	-103	-103	147	147	0
67785	74263	N	-43	-44	206	206	0
67785	69849	N	170	169	80	80	0
83837	27338	N	78	79	172	172	1
97691	8834	N	-10	-9	241	241	1
97691	90208	N	-19	-18	232	232	2
97691	58074	N	2	3	248	248	1
97691	44796	N	-108	-107	143	143	1
88634	49989	N	157	160	91	91	1
49503	54651	N	99	99	152	152	0
77848	11362	N	9	8	242	242	0
77848	38168	N	151	150	100	100	1
24169	25696	N	-15	-15	236	236	1
24169	3254	N	39	39	212	212	2
24169	94676	N	-148	-149	102	102	0
24169	103534	N	-31	-32	219	219	1
43590	82582	N	-9	-8	242	242	0
43590	68972	N	-1	0	250	250	2
43590	67895	N	-17	-17	233	233	0
43590	50806	N	-145	-144	106	106	0
43590	3308	N	-149	-148	102	102	0
43590	24590	N	-170	-169	81	81	0
5429	80087	N	-32	-32	219	219	1
2279	99984	N	-168	-169	82	82	0
2279	80888	N	-5	-6	245	245	0
78520	9183	N	-76	-76	175	175	0
78520	58623	N	46	46	205	205	1
78520	50806	N	158	158	93	93	1
78520	3308	N	154	154	97	97	1
84882	65353	N	158	157	93	93	0
84882	106806	N	159	158	92	92	1
96742	23643	N	-139	-137	112	112	0
96742	93895	N	-114	-112	137	137	1
11362	38168	N	142	142	108	108	1
565	2579	N	162	161	89	89	1
565	53149	N	147	147	104	104	1
52664	96972	N	47	47	203	203	2
52664	72248	N	-23	-22	228	228	0
817	32260	N	126	126	125	125	0
817	82269	N	-58	-59	192	192	0
78532	17878	N	-34	-36	215	215	1
78532	76402	N	23	23	228	228	2
98938	18461	N	90	89	161	161	0
98938	62134	N	-124	-124	127	127	0
98938	22158	N	167	166	84	84	0
98938	39927	N	94	93	157	157	0
98938	49036	N	167	166	84	84	0
105583	60734	N	-145	-145	106	106	1
98893	67595	N	-122	-122	129	129	1
26306	40806	N	-156	-156	95	95	1
26306	50806	N	-161	-161	90	90	1
26306	3308	N	-165	-165	86	86	1
26306	87720	N	25	25	226	226	2
37695	100134	N	-5	-5	246	246	2
37695	23643	N	-94	-94	157	157	0
37695	74397	N	-5	-5	246	246	1
37695	83670	N	-5	-5	246	246	1
17878	76402	N	57	59	192	192	2
67595	49036	N	-114	-115	136	136	0
19408	103743	N	155	155	96	96	0
50555	7466	N	135	135	116	116	1
50555	83582	N	-16	-17	234	234	1
50555	70104	N	-47	-47	204	204	0
74145	93684	N	-60	-59	191	191	0
74145	61021	N	99	100	151	151	1
39586	97544	N	134	134	116	116	1
73956	76539	N	121	121	130	130	1
66187	53499	N	134	134	117	117	1
18461	22158	N	77	77	173	173	1
18461	39927	N	4	4	246	246	0
18461	49036	N	77	77	173	173	0
20260	2088	N	-65	-65	186	186	0
20260	18865	N	-141	-141	110	110	0
40623	60734	N	-24	-22	227	227	2
40623	47596	N	158	160	91	91	1
40623	68436	N	-167	-165	84	84	1
40623	48577	N	-16	-15	234	234	0
40623	53284	N	-119	-117	132	132	0
98478	64087	N	-51	-47	200	200	1
98478	68458	N	77	78	170	170	2
98478	104374	N	142	146	105	105	0
98478	57420	N	-59	-56	191	191	2
20362	26402	N	-144	-145	106	106	0
67563	9183	N	-163	-163	88	88	1
67563	58623	N	-41	-41	210	210	1
67563	50806	N	71	71	180	180	0
67563	3308	N	67	67	184	184	0
54370	84546	N	77	78	173	173	1
72494	6721	N	119	121	130	130	1
72494	67365	N	160	162	89	89	0
66099	3794	N	74	66	177	177	1
61693	99255	N	-156	-155	95	95	0
61693	66374	N	-138	-137	113	113	0
32078	47284	N	171	168	80	80	0
32078	55511	N	105	105	146	146	0
3643	15225	N	57	57	194	194	1
3643	39083	N	-170	-170	81	81	0
3643	8170	N	18	18	233	233	0
3643	64209	N	117	116	134	134	0
32260	60464	N	144	140	107	107	0
96972	72248	N	-70	-69	181	181	2
2088	18865	N	-76	-76	175	175	0
6396	51514	N	-152	-152	99	99	1
35163	85929	N	-42	-43	208	208	0
22985	5408	N	44	44	207	207	0
20503	66381	N	-25	-25	225	225	1
86443	50177	N	82	82	169	169	1
86443	96906	N	-94	-94	157	157	0
25923	81144	N	-119	-120	131	131	0
25923	86421	N	13	13	238	238	0
25923	39083	N	96	96	155	155	0
65862	76609	N	25	25	225	225	2
65862	80456	N	137	137	113	113	0
60464	20962	N	158	161	89	89	1
82582	68972	N	8	8	243	243	2
82582	7138	N	-170	-170	81	81	0
82582	67895	N	-8	-9	242	242	0
82582	50806	N	-136	-136	115	115	0
82582	3308	N	-140	-140	111	111	0
82582	24590	N	-161	-161	90	90	0
9183	58623	N	122	122	129	129	0
8834	90208	N	-9	-9	242	242	1
8834	58074	N	12	12	239	239	0
8834	44796	N	-98	-98	153	153	0
84546	43219	N	133	133	118	118	0
33793	69849	N	34	32	217	217	2
68972	67895	N	-16	-17	234	234	2
68972	50806	N	-144	-144	107	107	0
68972	3308	N	-148	-148	103	103	0
68972	24590	N	-169	-169	82	82	0
7138	67895	N	162	161	89	89	0
67895	50806	N	-128	-127	123	123	0
67895	3308	N	-132	-131	119	119	0
67895	24590	N	-153	-152	98	98	0
49989	93052	N	91	91	160	160	1
7466	83582	N	-151	-152	99	99	0
54651	81144	N	149	148	102	102	0
65353	106806	N	1	1	249	249	1
1050	64087	N	-136	-136	115	115	1
25696	3254	N	54	54	197	197	1
25696	94676	N	-133	-134	117	117	0
25696	103534	N	-16	-17	234	234	0
104085	71912	N	-115	-114	136	136	0
83582	70104	N	-31	-30	220	220	0
78136	69849	N	-53	-54	196	196	2
3254	103534	N	-70	-71	180	180	1
72345	70208	N	-3	-1	247	247	0
72345	76539	N	-135	-132	116	116	0
48577	53284	N	-103	-102	148	148	1
47284	55511	N	-66	-63	185	185	0
70040	74263	N	60	59	190	190	0
28786	31214	N	85	85	165	165	0
78177	36793	N	120	120	131	131	0
64087	57420	N	-8	-9	242	242	1
97472	35584	N	-31	-30	220	220	0
15225	8170	N	-39	-39	212	212	1
15225	64209	N	60	59	191	191	0
86275	107260	N	37	36	214	214	0
76609	80456	N	112	112	138	138	1
93684	61021	N	159	159	92	92	0
94676	103534	N	117	117	133	133	0
2151	93410	N	28	27	223	223	1
99984	31214	N	-86	-86	164	164	1
99984	80888	N	163	163	87	87	0
99255	66374	N	18	18	233	233	0
81144	86421	N	132	133	118	118	0
81144	1310	N	119	120	131	131	1
18168	48525	N	-134	-133	117	117	0
100134	74397	N	0	0	251	251	1
100134	83670	N	0	0	251	251	1
22158	39927	N	-73	-73	177	177	1
22158	49036	N	0	0	250	250	3
68458	86421	N	116	119	132	132	1
18606	44796	N	135	136	115	115	0
86421	39083	N	83	83	168	168	0
74397	83670	N	0	0	251	251	0
20468	91106	N	48	52	197	197	2
61021	44800	N	136	136	115	115	1
58623	50806	N	112	112	139	139	0
58623	3308	N	108	108	143	143	0
43755	91106	N	-161	-163	88	88	0
61219	49036	N	80	79	171	171	2
6241	85503	N	-120	-121	129	129	1
39927	49036	N	73	73	177	177	0
31807	69772	N	35	36	215	215	1
1310	77254	N	13	13	238	238	2
50806	3308	N	-4	-4	247	247	0
50806	24590	N	-25	-25	226	226	1
70208	76539	N	-132	-131	119	119	0
90208	58074	N	21	21	230	230	1
90208	44796	N	-89	-89	162	162	0
3308	24590	N	-21	-21	230	230	1
8170	64209	N	99	98	152	152	0
72666	44796	N	34	34	217	217	2
97544	48525	N	43	44	207	207	1
6721	68961	N	129	129	122	122	0
6721	67365	N	41	41	210	210	2
64209	82005	N	-54	-53	197	197	1
88771	26497	N	-76	-75	175	175	1
58074	44796	N	-110	-110	141	141	0
